SalePrice,Neighborhood,YearBuilt,Garage,Fireplace,Condition,HouseStyle,BuildingType,HalfBath,FullBath,Bedrooms,HouseArea,LotArea,GarageCars,MasVnrArea,Exterior1st,YearRemodAdd
403000,NoRidge,1995,1.0,1.0,Very Good,Two story,Single-family,1,2,4,5066,15138,3,506.0,VinylSd,1996
94500,BrDale,1972,1.0,1.0,Above Average,Two story,Townhouse,1,1,2,1758,1680,1,297.0,HdBoard,1972
128200,CollgCr,1976,1.0,0.0,Average,One story,Single-family,0,1,3,2096,10650,1,0.0,HdBoard,1976
216500,Gilbert,2002,1.0,1.0,Above Average,Two story,Single-family,1,2,4,3260,7851,2,0.0,VinylSd,2002
89500,BrDale,1971,1.0,0.0,Above Average,Two story,Townhouse,1,1,2,1734,1680,1,604.0,HdBoard,1971
185500,CollgCr,2004,1.0,0.0,Good,One story,Single-family,0,2,3,3322,8773,2,98.0,VinylSd,2004
194500,SawyerW,1993,1.0,0.0,Good,Two story,Single-family,1,2,3,3197,9453,2,0.0,HdBoard,2003
318000,NridgHt,2007,1.0,0.0,Very Good,One story,Single-family,0,2,3,4206,12030,3,254.0,VinylSd,2007
113000,Edwards,1945,1.0,1.0,Above Average,One and a half story,Single-family,1,1,3,2442,8741,1,0.0,VinylSd,1950
262500,Somerst,2008,1.0,0.0,Very Good,One story,Single-family,0,2,3,3882,9000,2,36.0,VinylSd,2008
110500,OldTown,1945,0.0,0.0,Average,One story,Single-family,0,1,2,1552,3880,0,0.0,VinylSd,1997
79000,OldTown,1900,1.0,0.0,Average,One and a half story,Single-family,0,1,3,2332,5000,1,0.0,Wd Sdng,1950
120000,SawyerW,1980,1.0,1.0,Above Average,Two story,Townhouse,1,1,3,2131,10762,1,0.0,Plywood,1980
205000,SawyerW,1994,1.0,1.0,Good,Two story,Single-family,1,2,3,3521,8880,2,0.0,VinylSd,2002
241500,NWAmes,1988,1.0,1.0,Good,One story,Single-family,0,2,3,4321,10400,2,102.0,Wd Sdng,1988
137000,OldTown,1910,1.0,0.0,Above Average,Two story,Two-family,0,2,4,3388,9142,1,0.0,AsbShng,1950
140000,NAmes,1954,1.0,1.0,Above Average,One story,Single-family,0,1,2,3193,11310,2,0.0,Wd Sdng,1954
180000,CollgCr,2003,1.0,0.0,Good,Two story,Single-family,1,2,3,3008,11317,2,101.0,VinylSd,2003
277000,ClearCr,1958,1.0,1.0,Above Average,One and a half story,Single-family,0,2,4,3977,159000,2,472.0,Wd Sdng,2006
76500,BrkSide,1940,0.0,0.0,Fair,One story,Single-family,0,1,3,2034,5350,0,0.0,Wd Sdng,1966
235000,Crawfor,2006,1.0,1.0,Very Good,One story,Townhouse,0,2,2,3736,4750,2,481.0,VinylSd,2007
173000,SawyerW,2004,1.0,0.0,Above Average,Two story,Single-family,1,2,3,2958,8366,2,0.0,VinylSd,2004
158000,NAmes,1964,1.0,0.0,Above Average,Split Level,Single-family,0,2,3,2913,9350,1,108.0,HdBoard,1991
145000,NAmes,1957,1.0,0.0,Average,One story,Single-family,0,1,3,2922,8400,1,0.0,MetalSd,1957
230000,Gilbert,1999,1.0,1.0,Good,Two story,Single-family,1,2,4,3695,8738,2,302.0,VinylSd,1999
207500,Somerst,2003,1.0,0.0,Above Average,Two story,Single-family,1,2,3,3265,8791,2,0.0,VinylSd,2003
220000,CollgCr,2006,1.0,1.0,Good,One story,Single-family,1,2,3,3868,8814,2,180.0,VinylSd,2006
231500,CollgCr,2001,1.0,1.0,Good,Two story,Single-family,1,2,3,3319,12435,2,172.0,VinylSd,2001
97000,OldTown,1956,1.0,0.0,Average,One story,Single-family,0,1,2,1190,12702,1,0.0,BrkFace,1956
176000,NAmes,1962,1.0,1.0,Above Average,Split Level,Single-family,0,1,3,3628,19296,2,399.0,Wd Sdng,1962
276000,CollgCr,2007,1.0,1.0,Very Good,Two story,Single-family,1,2,3,4924,9588,3,270.0,CemntBd,2007
151000,Sawyer,1977,1.0,1.0,Above Average,Split Level,Single-family,0,1,3,2210,8471,2,46.0,HdBoard,1995
130000,OldTown,1929,1.0,0.0,Average,One and a half story,Single-family,0,1,3,2336,5500,2,0.0,Wd Sdng,2001
73000,OldTown,1925,1.0,0.0,Average,One story,Single-family,0,1,2,1948,5232,2,0.0,Wd Sdng,2004
175500,NWAmes,1981,1.0,1.0,Above Average,One story,Single-family,0,2,3,3420,12090,2,210.0,MetalSd,1981
185000,Gilbert,1997,1.0,1.0,Above Average,Two story,Single-family,1,2,3,2726,11207,2,0.0,VinylSd,1997
179500,SWISU,1939,1.0,1.0,Average,Two and a half story,Single-family,1,2,4,2732,8400,1,0.0,Wd Sdng,1997
120500,IDOTRR,1940,1.0,1.0,Average,One story,Single-family,0,1,2,2442,6900,1,0.0,VinylSd,1955
148000,Edwards,1976,1.0,1.0,Above Average,One story,Single-family,1,1,3,2760,7917,1,174.0,HdBoard,1976
266000,Somerst,2006,1.0,1.0,Very Good,Two story,Single-family,1,2,3,4087,10728,3,0.0,VinylSd,2006
241500,ClearCr,1954,1.0,1.0,Good,One story,Single-family,0,1,2,3187,39104,2,0.0,Plywood,2005
290000,NoRidge,1999,1.0,1.0,Very Good,Two story,Single-family,1,2,4,4093,11764,3,348.0,VinylSd,2007
139000,NAmes,1958,1.0,1.0,Above Average,One story,Single-family,0,2,3,3210,9600,1,183.0,Wd Sdng,1988
124500,Mitchel,1982,1.0,0.0,Average,One story,Single-family,0,1,2,1896,8314,1,0.0,HdBoard,1982
205000,BrkSide,1925,1.0,0.0,Good,One and a half story,Single-family,1,2,3,3172,7264,2,0.0,Wd Sdng,2007
201000,Mitchel,2003,1.0,0.0,Good,One story,Single-family,0,2,3,3693,9196,2,0.0,VinylSd,2003
141000,Gilbert,1951,1.0,0.0,Below Average,One story,Single-family,0,1,2,2128,19138,2,0.0,VinylSd,1951
415298,NridgHt,2006,1.0,1.0,Excellent,One story,Single-family,1,2,3,4974,14450,3,315.0,CemntBd,2007
192000,ClearCr,1977,1.0,1.0,Good,Two story,Single-family,1,2,4,3687,10005,2,299.0,Plywood,1977
228500,SawyerW,1989,1.0,1.0,Good,Two story,Single-family,1,2,3,3364,11287,2,340.0,Plywood,1989
185000,Somerst,2006,1.0,0.0,Above Average,One story,Single-family,0,2,2,3096,7200,2,68.0,VinylSd,2006
207500,NridgHt,2007,1.0,1.0,Good,One story,Townhouse,0,2,2,3254,5063,2,166.0,VinylSd,2008
244600,Somerst,2008,1.0,1.0,Very Good,One story,Single-family,0,2,3,3834,9612,3,72.0,VinylSd,2009
179200,SawyerW,1992,1.0,0.0,Above Average,One story,Townhouse,0,2,2,3679,8012,2,0.0,Plywood,1992
164700,Somerst,2006,1.0,0.0,Good,Two story,Townhouse,1,2,2,2403,4251,2,0.0,MetalSd,2007
159000,NAmes,1962,1.0,1.0,Above Average,One and a half story,Single-family,1,1,3,3086,9786,2,0.0,Wd Sdng,1981
88000,NAmes,1971,0.0,0.0,Below Average,One story,Single-family,0,1,3,1716,8125,0,0.0,HdBoard,1971
122000,Sawyer,1967,1.0,0.0,Average,One story,Single-family,0,1,3,2062,9819,1,31.0,MetalSd,1967
153575,BrkSide,1915,1.0,0.0,Above Average,Two story,Single-family,0,1,3,2478,8730,1,0.0,Wd Sdng,2003
233230,CollgCr,2006,1.0,1.0,Very Good,Two story,Single-family,1,2,3,3683,15611,2,0.0,VinylSd,2006
135900,SWISU,1912,0.0,0.0,Average,Two story,Two-family,0,2,6,2496,5687,0,0.0,VinylSd,2000
131000,Edwards,1949,1.0,1.0,Average,One and a half story,Single-family,1,1,3,2765,11409,1,0.0,Wd Sdng,2008
235000,NWAmes,1977,1.0,1.0,Good,Two story,Single-family,1,2,3,3597,16659,2,34.0,Plywood,1994
167000,NAmes,1953,1.0,1.0,Above Average,One story,Single-family,0,1,3,3478,9600,2,238.0,HdBoard,1953
142500,Mitchel,1984,1.0,0.0,Above Average,Split Level,Single-family,0,1,3,2594,7937,2,0.0,HdBoard,1984
152000,IDOTRR,1950,1.0,0.0,Average,One and a half story,Single-family,1,1,4,2750,13710,1,0.0,Wd Sdng,1950
239000,Somerst,1997,1.0,1.0,Good,Two story,Single-family,1,2,3,3501,7399,2,1600.0,VinylSd,1998
175000,NWAmes,1968,1.0,1.0,Above Average,Two story,Single-family,2,1,3,2984,11700,2,365.0,HdBoard,1968
158500,Crawfor,1950,1.0,1.0,Above Average,One story,Single-family,0,1,3,2544,14000,1,0.0,HdBoard,2004
157000,Crawfor,1953,1.0,1.0,Average,One story,Two-family,0,1,2,2876,15750,1,56.0,MetalSd,1953
267000,CollgCr,1998,1.0,1.0,Very Good,Two story,Single-family,1,2,4,4163,16226,2,0.0,VinylSd,1999
205000,CollgCr,2001,1.0,1.0,Good,One story,Single-family,0,2,3,3925,13704,3,150.0,VinylSd,2002
149900,CollgCr,1972,1.0,0.0,Average,One story,Single-family,0,1,3,2340,9800,2,0.0,VinylSd,1972
295000,OldTown,1880,1.0,1.0,Good,Two and a half story,Single-family,0,3,3,5833,18386,3,0.0,CemntBd,2002
305900,CollgCr,2004,1.0,0.0,Very Good,One story,Single-family,0,2,3,4888,10386,3,246.0,CemntBd,2005
225000,SawyerW,1990,1.0,1.0,Good,Two story,Single-family,1,2,4,3689,13474,3,246.0,HdBoard,1991
89500,IDOTRR,1920,0.0,0.0,Above Average,One and a half story,Single-family,0,1,3,1725,7920,0,0.0,MetalSd,1950
82500,Edwards,1940,1.0,0.0,Below Average,One story,Single-family,0,1,1,2261,12342,2,0.0,VinylSd,1950
360000,NridgHt,2003,1.0,1.0,Excellent,One story,Single-family,0,2,3,4548,12378,3,0.0,VinylSd,2004
165600,Gilbert,1993,1.0,1.0,Above Average,Two story,Single-family,1,2,3,2618,7685,2,112.0,HdBoard,1994
132000,NAmes,1948,1.0,1.0,Above Average,One story,Single-family,0,1,2,2184,8000,1,0.0,VinylSd,2002
119900,OldTown,1939,1.0,1.0,Average,One and a half story,Two-family,0,1,3,2321,7800,2,0.0,MetalSd,1950
178000,OldTown,1925,1.0,1.0,Good,Two story,Single-family,1,1,3,2915,9600,2,0.0,Wd Sdng,1990
188500,Gilbert,2004,1.0,1.0,Good,Two story,Single-family,1,2,3,2580,7795,2,0.0,VinylSd,2005
260000,NWAmes,1980,1.0,1.0,Good,Two story,Single-family,1,2,4,3682,13005,2,278.0,CemntBd,1980
270000,Somerst,2006,1.0,1.0,Very Good,Two story,Single-family,1,2,3,4072,9000,3,0.0,VinylSd,2006
260000,NoRidge,1993,1.0,1.0,Good,Two story,Single-family,1,2,4,4649,9900,3,256.0,HdBoard,1993
187500,NWAmes,1980,1.0,0.0,Good,Split Level,Single-family,0,2,3,3432,14115,2,225.0,Plywood,1980
342643,NridgHt,2006,1.0,1.0,Excellent,Two story,Single-family,1,3,4,4685,16259,3,370.0,VinylSd,2006
354000,NridgHt,2004,1.0,1.0,Very Good,Two story,Single-family,1,2,4,4476,12099,3,388.0,VinylSd,2004
301000,SawyerW,1986,1.0,0.0,Good,Two story,Single-family,1,2,4,4808,10380,2,172.0,Plywood,1987
126175,OldTown,1955,1.0,1.0,Fair,One story,Single-family,0,1,3,2545,5820,1,0.0,VinylSd,2005
242000,NAmes,1967,1.0,0.0,Good,Split Level,Single-family,1,2,5,4252,11275,2,300.0,Wd Sdng,2007
87000,IDOTRR,1941,1.0,1.0,Average,One and a half story,Single-family,0,1,2,1883,5000,2,0.0,MetalSd,1950
324000,Veenker,1993,1.0,0.0,Very Good,One story,Townhouse,1,1,1,3911,10846,2,0.0,BrkFace,1993
145250,NAmes,1960,1.0,0.0,Above Average,One story,Single-family,1,1,3,3058,11600,1,175.0,Wd Sdng,1960
214500,BrkSide,1916,1.0,0.0,Above Average,Two and a half story,Single-family,0,2,5,3419,11888,2,0.0,Wd Sdng,1994
78000,IDOTRR,1920,1.0,0.0,Average,Two story,Single-family,0,1,3,1977,6402,1,0.0,Wd Sdng,1950
119000,NAmes,1964,1.0,0.0,Average,One story,Duplex,0,2,6,3808,10624,1,84.0,HdBoard,1964
139000,NAmes,1958,1.0,1.0,Average,One story,Single-family,0,1,3,2420,8176,1,0.0,Wd Sdng,1992
284000,NridgHt,2003,1.0,1.0,Very Good,One story,Single-family,0,2,3,5715,10655,3,296.0,VinylSd,2004
207000,NridgHt,2004,1.0,1.0,Good,One story,Townhouse,0,2,2,3200,8198,2,146.0,VinylSd,2004
192000,Gilbert,1998,1.0,1.0,Above Average,Two story,Single-family,1,2,3,3053,9042,2,0.0,VinylSd,1998
228950,Timber,1965,1.0,1.0,Average,One and a half story,Two-family,0,2,3,3814,164660,2,0.0,Plywood,1965
377426,StoneBr,2005,1.0,0.0,Excellent,One story,Single-family,0,2,3,4520,14157,3,200.0,VinylSd,2006
214000,CollgCr,2002,1.0,0.0,Good,One story,Single-family,0,2,3,3604,9135,2,113.0,VinylSd,2003
202500,NWAmes,1984,1.0,0.0,Good,One story,Single-family,0,2,3,3269,14145,2,0.0,Wd Sdng,1998
155000,NAmes,1958,1.0,0.0,Above Average,One story,Single-family,0,1,3,2727,12400,1,176.0,Wd Sdng,1998
202900,Timber,2002,1.0,0.0,Very Good,Two story,Single-family,1,2,4,3306,14191,2,0.0,VinylSd,2002
82000,SawyerW,1950,1.0,0.0,Below Average,One story,Single-family,0,1,2,1856,8400,1,0.0,Wd Sdng,1950
87500,NAmes,1949,1.0,1.0,Fair,One story,Duplex,0,2,2,1440,8544,2,340.0,Stucco,1950
266000,NridgHt,2005,1.0,0.0,Excellent,One story,Townhouse,0,2,2,3932,8849,2,616.0,MetalSd,2005
85000,MeadowV,1976,1.0,1.0,Average,Two story,Townhouse,1,1,3,1984,2592,1,0.0,CemntBd,1976
140200,BrkSide,1939,1.0,0.0,Above Average,One and a half story,Single-family,0,1,3,2861,6435,1,0.0,MetalSd,1950
151500,NAmes,1960,1.0,1.0,Above Average,One story,Single-family,0,1,2,2217,12772,1,0.0,MetalSd,1998
157500,NAmes,1960,1.0,0.0,Above Average,One story,Single-family,0,2,3,3454,17600,2,30.0,Wd Sdng,1960
154000,NridgHt,2003,1.0,1.0,Good,Two story,Townhouse,1,2,2,2864,2448,2,106.0,VinylSd,2004
437154,NridgHt,2005,1.0,1.0,Excellent,Two story,Single-family,1,2,4,5282,20431,3,870.0,CemntBd,2006
318061,NridgHt,2007,1.0,1.0,Excellent,One story,Townhouse,0,2,2,4355,7820,2,362.0,MetalSd,2007
190000,ClearCr,1986,1.0,0.0,Good,One story,Single-family,1,1,2,3351,5271,2,0.0,Wd Sdng,1986
95000,Edwards,1941,1.0,0.0,Average,One and a half story,Single-family,0,1,3,1927,9084,1,0.0,VinylSd,1950
105900,OldTown,1928,1.0,1.0,Above Average,One story,Single-family,0,1,2,1828,8520,2,0.0,VinylSd,2003
140000,SWISU,1940,1.0,0.0,Above Average,One and a half story,Single-family,0,1,2,2775,8400,1,0.0,Wd Sdng,2000
177500,CollgCr,1995,1.0,0.0,Above Average,One story,Single-family,0,2,3,2921,11249,2,0.0,VinylSd,1995
173000,Gilbert,1992,1.0,1.0,Above Average,One story,Single-family,0,2,3,2725,9248,2,106.0,HdBoard,1992
134000,MeadowV,1976,1.0,0.0,Average,One story,Townhouse,1,1,3,2812,4224,2,0.0,CemntBd,1976
130000,ClearCr,1958,1.0,1.0,Average,Split Level,Single-family,0,1,3,2702,6930,1,120.0,Wd Sdng,1958
280000,NoRidge,1998,1.0,1.0,Very Good,Two story,Single-family,1,2,3,3602,12011,2,530.0,VinylSd,1998
156000,Mitchel,1978,1.0,0.0,Above Average,Split Foyer,Single-family,0,1,2,2270,7540,2,0.0,VinylSd,1978
145000,BrkSide,1940,1.0,1.0,Average,One and a half story,Single-family,0,1,3,2628,9144,1,0.0,MetalSd,1982
198500,Edwards,2003,1.0,0.0,Good,Split Foyer,Single-family,0,3,4,2594,7301,2,500.0,HdBoard,2003
118000,BrDale,1972,1.0,1.0,Above Average,Two story,Townhouse,1,1,2,1734,1680,1,510.0,HdBoard,2007
190000,NWAmes,1976,1.0,0.0,Above Average,Two story,Single-family,1,2,3,2936,18800,2,120.0,HdBoard,1976
147000,IDOTRR,1920,1.0,1.0,Average,Two story,Single-family,0,1,3,2484,10690,1,0.0,VinylSd,1997
159000,NAmes,1963,1.0,1.0,Above Average,One story,Single-family,1,1,3,3302,9500,2,247.0,Plywood,1963
165000,NAmes,1962,1.0,1.0,Above Average,Split Level,Single-family,0,1,3,2826,9150,1,305.0,Plywood,1962
132000,NAmes,1954,1.0,1.0,Average,One story,Single-family,0,1,2,2780,7800,1,200.0,HdBoard,1954
162000,NAmes,1959,1.0,1.0,Average,One story,Single-family,0,1,3,2926,9830,2,0.0,Wd Sdng,2006
172400,Gilbert,2000,1.0,1.0,Above Average,Two story,Single-family,1,2,3,3077,8121,2,0.0,VinylSd,2000
134432,ClearCr,1959,1.0,0.0,Below Average,One and a half story,Single-family,0,2,4,2268,17120,2,0.0,WdShing,1959
125000,SawyerW,1984,1.0,0.0,Above Average,One story,Townhouse,0,1,2,1760,7175,1,0.0,Plywood,1984
123000,NAmes,1953,1.0,1.0,Average,One story,Single-family,0,1,3,2197,10634,1,0.0,MetalSd,1953
219500,CollgCr,2003,0.0,0.0,Good,Two story,Single-family,1,2,4,3209,8200,2,0.0,VinylSd,2004
61000,Edwards,1922,1.0,0.0,very poor,One story,Single-family,1,0,1,1587,10020,0,0.0,Wd Sdng,1950
148000,CollgCr,1996,1.0,1.0,Average,Split Foyer,Single-family,0,1,2,2360,8846,2,0.0,VinylSd,1996
340000,Somerst,2004,1.0,1.0,Very Good,Two story,Single-family,0,3,4,4656,11143,2,0.0,CemntBd,2005
394432,StoneBr,2010,1.0,1.0,Excellent,One story,Single-family,1,1,1,4546,11394,3,350.0,VinylSd,2010
179000,Gilbert,2000,1.0,1.0,Above Average,Two story,Single-family,1,2,3,3245,8123,2,16.0,VinylSd,2000
127000,SWISU,1924,1.0,1.0,Average,One and a half story,Single-family,0,2,3,3025,5000,1,0.0,BrkFace,1950
187750,Somerst,2006,1.0,0.0,Good,One story,Single-family,0,2,2,3166,7200,2,0.0,VinylSd,2006
213500,CollgCr,2006,1.0,0.0,Good,Two story,Single-family,1,2,3,3375,9245,2,0.0,VinylSd,2006
76000,SawyerW,1928,1.0,1.0,Above Average,One and a half story,Single-family,0,1,2,1928,9000,2,0.0,Wd Sdng,1950
240000,ClearCr,1992,1.0,1.0,Above Average,Two story,Single-family,1,2,3,4034,53107,2,0.0,HdBoard,1992
192000,Blmngtn,2004,0.0,0.0,Very Good,One story,Townhouse,0,2,2,2955,3182,2,16.0,VinylSd,2005
81000,Edwards,1910,1.0,1.0,Average,One and a half story,Single-family,0,1,5,1842,8410,0,0.0,Wd Sdng,1996
125000,Edwards,1976,1.0,0.0,Above Average,Split Level,Single-family,0,1,3,2518,7200,1,255.0,MetalSd,1976
191000,CollgCr,1999,1.0,1.0,Good,One story,Single-family,0,2,3,3524,9382,2,125.0,VinylSd,2000
426000,NridgHt,2007,1.0,0.0,Very Excellent,Two story,Single-family,1,2,3,4860,12474,3,272.0,VinylSd,2008
119000,Edwards,1900,1.0,1.0,Average,One and a half story,Single-family,0,1,4,2612,8405,1,0.0,MetalSd,1950
215000,Mitchel,2001,1.0,0.0,Above Average,Two story,Single-family,1,2,3,3325,12209,2,0.0,VinylSd,2002
106500,NAmes,1959,0.0,1.0,Average,One story,Single-family,0,1,3,1176,8339,1,0.0,MetalSd,1959
100000,BrkSide,1941,1.0,0.0,Below Average,One story,Single-family,0,1,2,1576,7446,0,0.0,WdShing,1950
109000,OldTown,1940,1.0,0.0,Average,One and a half story,Single-family,0,1,2,2009,10134,1,0.0,MetalSd,1950
129000,Edwards,1956,1.0,0.0,Average,One story,Single-family,0,1,3,2884,9571,1,0.0,Wd Sdng,1956
123000,CollgCr,1972,1.0,1.0,Average,One story,Single-family,0,1,2,2388,7200,2,0.0,MetalSd,1972
169500,NAmes,1962,1.0,0.0,Average,Two story,Single-family,0,2,4,2940,7590,1,288.0,VinylSd,1962
67000,IDOTRR,1920,1.0,0.0,Average,One story,Single-family,0,1,2,2376,8967,1,0.0,MetalSd,1950
241000,Somerst,2006,1.0,1.0,Good,Two story,Single-family,0,2,2,3080,8125,2,100.0,CemntBd,2007
245500,Veenker,1996,1.0,1.0,Very Good,One story,Townhouse,1,1,1,3048,14963,2,0.0,BrkFace,1996
164990,CollgCr,2005,1.0,0.0,Good,One story,Single-family,0,2,3,3020,8767,2,0.0,VinylSd,2005
108000,Sawyer,1940,1.0,1.0,Average,One story,Single-family,0,1,2,1584,10200,1,0.0,Wd Sdng,1997
258000,NoRidge,1998,1.0,1.0,Very Good,Two story,Single-family,1,2,4,3824,12090,2,650.0,VinylSd,1998
168000,Gilbert,1995,1.0,1.0,Above Average,Two story,Single-family,1,2,3,2751,10364,2,0.0,MetalSd,1996
150000,Sawyer,1976,1.0,0.0,Below Average,One story,Single-family,0,2,3,3391,9991,2,0.0,Plywood,1993
115000,SWISU,1936,1.0,0.0,Above Average,One and a half story,Single-family,0,1,3,2470,10480,1,0.0,MetalSd,1950
177000,Crawfor,1915,1.0,1.0,Above Average,Two story,Single-family,0,2,4,2828,15576,1,0.0,Wd Sdng,1976
280000,NridgHt,2006,1.0,1.0,Good,Two story,Single-family,1,2,3,4182,14154,3,350.0,VinylSd,2006
339750,Somerst,2007,1.0,0.0,Very Good,Two story,Single-family,1,2,3,3948,10800,3,100.0,VinylSd,2008
60000,Edwards,1958,1.0,0.0,Average,One story,Single-family,0,1,3,2902,9571,1,0.0,BrkComm,1958
145000,Gilbert,1955,1.0,1.0,Average,One story,Two-family,0,1,3,2684,34650,2,0.0,Wd Sdng,1955
222000,Somerst,2009,1.0,1.0,Good,One story,Single-family,1,2,2,3432,4403,2,432.0,MetalSd,2009
115000,OldTown,1927,1.0,1.0,Average,One story,Single-family,0,1,2,2396,8960,2,0.0,WdShing,1950
228000,SawyerW,1993,1.0,0.0,Good,Two story,Single-family,1,2,3,3855,11228,3,0.0,VinylSd,1993
181134,Gilbert,2007,1.0,1.0,Good,One story,Single-family,0,2,3,3076,8899,2,0.0,VinylSd,2007
149500,Sawyer,1978,1.0,1.0,Above Average,Two story,Single-family,1,1,3,2512,7844,2,203.0,HdBoard,1978
239000,Crawfor,1918,1.0,0.0,Above Average,Two story,Single-family,1,2,4,4858,22420,3,0.0,Wd Sdng,1950
126000,Edwards,1940,1.0,1.0,Average,One and a half story,Single-family,1,1,3,2130,8160,1,0.0,MetalSd,1950
142000,NAmes,1968,1.0,0.0,Average,One story,Single-family,0,1,3,2416,8450,1,0.0,VinylSd,1968
206300,Mitchel,1997,1.0,1.0,Good,Split Foyer,Duplex,0,2,2,3472,7060,4,200.0,VinylSd,1998
215000,NWAmes,1977,1.0,0.0,Above Average,One story,Single-family,0,2,3,3733,16635,2,126.0,CemntBd,2000
113000,Mitchel,1954,1.0,1.0,Average,One story,Single-family,0,1,2,2496,21750,2,0.0,HdBoard,1954
315000,NoRidge,1998,1.0,1.0,Very Good,Two story,Single-family,1,2,4,4796,9200,3,473.0,VinylSd,1998
139000,NAmes,1956,1.0,1.0,Above Average,One story,Single-family,0,1,2,2689,9000,1,74.0,Wd Sdng,1956
135000,OldTown,1946,1.0,1.0,Good,Two story,Single-family,1,1,3,2280,3378,1,0.0,HdBoard,1992
275000,SawyerW,1989,1.0,0.0,Good,Split Level,Single-family,0,2,2,3731,12800,2,145.0,Wd Sdng,1989
109008,NAmes,1957,1.0,0.0,Below Average,One story,Single-family,0,1,3,2166,8593,1,0.0,MetalSd,1957
195400,CollgCr,2007,1.0,1.0,Good,One story,Single-family,0,2,2,3044,6762,2,108.0,VinylSd,2007
175000,Timber,1988,1.0,0.0,Above Average,One story,Single-family,0,2,3,3380,11457,2,0.0,HdBoard,1988
85400,BrDale,1971,0.0,0.0,Above Average,Two story,Townhouse,1,1,2,1734,1680,1,232.0,HdBoard,1971
79900,OldTown,1920,1.0,0.0,Above Average,One and a half story,Single-family,0,1,4,2099,5586,0,0.0,MetalSd,1998
122500,BrDale,1971,1.0,1.0,Average,Two story,Townhouse,1,1,2,2570,1920,2,376.0,HdBoard,1971
181000,Gilbert,1997,0.0,0.0,Above Average,Two story,Single-family,1,2,3,3000,10839,2,0.0,VinylSd,1998
81000,MeadowV,1972,1.0,1.0,Below Average,Split Foyer,Townhouse,0,1,1,1260,1890,0,0.0,CemntBd,1972
212000,CollgCr,1996,1.0,0.0,Good,Two story,Single-family,1,2,3,3010,10667,2,0.0,VinylSd,1996
116000,OldTown,1920,1.0,0.0,Above Average,One and a half story,Single-family,0,1,2,2206,4400,2,0.0,Stucco,1950
119000,BrkSide,1926,1.0,1.0,Above Average,One and a half story,Single-family,0,1,2,1968,6000,1,0.0,Wd Sdng,2004
90350,Crawfor,1913,1.0,0.0,Average,One story,Single-family,0,1,2,1486,4280,1,0.0,WdShing,2002
110000,Edwards,1920,1.0,1.0,Above Average,One and a half story,Single-family,0,1,3,2408,12354,2,0.0,Wd Sdng,2000
555000,NridgHt,2008,0.0,0.0,Very Excellent,One story,Single-family,0,2,2,6168,15431,3,200.0,VinylSd,2008
118000,Edwards,1955,1.0,1.0,Below Average,One story,Duplex,0,2,4,2880,12108,0,270.0,VinylSd,1955
162900,BrkSide,1930,1.0,1.0,Average,One and a half story,Single-family,0,2,3,3011,6240,2,0.0,MetalSd,1992
172500,Blmngtn,2006,1.0,1.0,Good,One story,Townhouse,0,2,2,3164,3922,3,72.0,WdShing,2007
210000,CollgCr,1994,1.0,1.0,Good,Two story,Single-family,1,2,4,3316,8750,2,0.0,VinylSd,1995
127500,Edwards,1956,1.0,1.0,Above Average,One story,Single-family,0,1,3,3605,9855,2,0.0,Wd Sdng,1956
190000,NAmes,1966,1.0,1.0,Above Average,One story,Single-family,1,2,2,3983,16492,2,0.0,BrkFace,2002
199900,Gilbert,1998,1.0,1.0,Good,Two story,Single-family,1,2,4,3247,11214,2,0.0,VinylSd,1999
119500,IDOTRR,1937,1.0,0.0,Above Average,One and a half story,Single-family,0,2,3,2354,8600,1,0.0,MetalSd,1950
120000,OldTown,1948,1.0,0.0,Fair,One and a half story,Single-family,1,1,2,2140,6000,1,0.0,MetalSd,2002
110000,OldTown,1930,1.0,1.0,Above Average,One story,Single-family,0,1,2,1896,5684,1,0.0,Wd Sdng,2005
280000,ClearCr,1975,1.0,0.0,Good,One story,Single-family,0,2,2,3642,70761,2,0.0,Plywood,1975
204000,Timber,1996,1.0,0.0,Above Average,Two story,Single-family,1,2,3,3050,9303,2,42.0,VinylSd,1997
210000,Somerst,2008,1.0,0.0,Very Good,Two story,Single-family,1,2,3,3034,9000,2,0.0,VinylSd,2008
188000,Mitchel,1976,1.0,1.0,Average,One story,Duplex,0,2,4,4016,9297,2,0.0,Plywood,1976
175500,NWAmes,1973,1.0,0.0,Good,One story,Single-family,1,1,3,3012,9600,2,320.0,HdBoard,1973
98000,OldTown,1916,1.0,1.0,Average,Two story,Single-family,0,1,4,2481,4571,3,0.0,AsbShng,1950
256000,ClearCr,1954,1.0,1.0,Below Average,One story,Single-family,0,1,2,3556,53227,2,0.0,Plywood,1994
161000,OldTown,1925,1.0,1.0,Very Good,Two story,Single-family,0,1,3,2482,5100,1,0.0,Stucco,1996
110000,BrkSide,1950,1.0,0.0,Average,One and a half story,Single-family,0,1,3,2264,7015,1,161.0,MetalSd,1950
263435,Somerst,2009,1.0,0.0,Very Good,Two story,Single-family,1,2,3,3319,8004,2,110.0,VinylSd,2009
155000,SWISU,1936,1.0,1.0,Good,Two story,Single-family,0,1,3,2271,7200,2,0.0,Wd Sdng,2007
62383,Sawyer,1965,1.0,1.0,Average,One story,Single-family,0,1,3,2088,8281,1,0.0,MetalSd,1965
